HCPCS Code,Short Descriptor,SI,APC ,Relative Weight,Payment Rate ,National Unadjusted Copayment ,Minimum Unadjusted Copayment ,Column1,Column2,Column3
26370,Repair finger/hand tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26372,Repair/graft hand tendon,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26373,Repair finger/hand tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26390,Revise hand/finger tendon,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26392,Repair/graft hand tendon,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26410,Repair hand tendon,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
26412,Repair/graft hand tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26415,Excision hand/finger tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26416,Graft hand or finger tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26418,Repair finger tendon,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
26420,Repair/graft finger tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26426,Repair finger/hand tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26428,Repair/graft finger tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26432,Repair finger tendon,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
26433,Repair finger tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26434,Repair/graft finger tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26437,Realignment of tendons,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26440,Release palm/finger tendon,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
26442,Release palm & finger tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26445,Release hand/finger tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26449,Release forearm/hand tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26450,Incision of palm tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26455,Incision of finger tendon,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
26460,Incise hand/finger tendon,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
26471,Fusion of finger tendons,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26474,Fusion of finger tendons,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
26476,Tendon lengthening,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26477,Tendon shortening,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26478,Lengthening of hand tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26479,Shortening of hand tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26480,Transplant hand tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26483,Transplant/graft hand tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26485,Transplant palm tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26489,Transplant/graft palm tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26490,Revise thumb tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26492,Tendon transfer with graft,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26494,Hand tendon/muscle transfer,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26496,Revise thumb tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26497,Finger tendon transfer,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26498,Finger tendon transfer,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26499,Revision of finger,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26500,Hand tendon reconstruction,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26502,Hand tendon reconstruction,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26508,Release thumb contracture,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26510,Thumb tendon transfer,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26516,Fusion of knuckle joint,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26517,Fusion of knuckle joints,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26518,Fusion of knuckle joints,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26520,Release knuckle contracture,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26525,Release finger contracture,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
26530,Revise knuckle joint,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26531,Revise knuckle with implant,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26535,Revise finger joint,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26536,Revise/implant finger joint,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26540,Repair hand joint,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26541,Repair hand joint with graft,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26542,Repair hand joint with graft,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26545,Reconstruct finger joint,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26546,Repair nonunion hand,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26548,Reconstruct finger joint,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26550,Construct thumb replacement,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26551,Great toe-hand transfer,C,,,,,,,,
26553,Single transfer toe-hand,C,,,,,,,,
26554,Double transfer toe-hand,C,,,,,,,,
26555,Positional change of finger,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26556,Toe joint transfer,C,,,,,,,,
26560,Repair of web finger,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
26561,Repair of web finger,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26562,Repair of web finger,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26565,Correct metacarpal flaw,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26567,Correct finger deformity,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26568,Lengthen metacarpal/finger,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26580,Repair hand deformity,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26587,Reconstruct extra finger,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26590,Repair finger deformity,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
26591,Repair muscles of hand,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26593,Release muscles of hand,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26596,Excision constricting tissue,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26600,Treat metacarpal fracture,T,5111,2.6691,$215.64,.,$43.13,,,
26605,Treat metacarpal fracture,T,5111,2.6691,$215.64,.,$43.13,,,
26607,Treat metacarpal fracture,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26608,Treat metacarpal fracture,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26615,Treat metacarpal fracture,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26641,Treat thumb dislocation,T,5111,2.6691,$215.64,.,$43.13,,,
26645,Treat thumb fracture,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
26650,Treat thumb fracture,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26665,Treat thumb fracture,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26670,Treat hand dislocation,T,5111,2.6691,$215.64,.,$43.13,,,
26675,Treat hand dislocation,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
26676,Pin hand dislocation,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26685,Treat hand dislocation,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26686,Treat hand dislocation,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26700,Treat knuckle dislocation,T,5111,2.6691,$215.64,.,$43.13,,,
26705,Treat knuckle dislocation,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
26706,Pin knuckle dislocation,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26715,Treat knuckle dislocation,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26720,Treat finger fracture each,T,5111,2.6691,$215.64,.,$43.13,,,
26725,Treat finger fracture each,T,5111,2.6691,$215.64,.,$43.13,,,
26727,Treat finger fracture each,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26735,Treat finger fracture each,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26740,Treat finger fracture each,T,5111,2.6691,$215.64,.,$43.13,,,
26742,Treat finger fracture each,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
26746,Treat finger fracture each,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26750,Treat finger fracture each,T,5111,2.6691,$215.64,.,$43.13,,,
26755,Treat finger fracture each,T,5111,2.6691,$215.64,.,$43.13,,,
26756,Pin finger fracture each,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26765,Treat finger fracture each,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26770,Treat finger dislocation,T,5111,2.6691,$215.64,.,$43.13,,,
26775,Treat finger dislocation,T,5102,2.8445,$229.82,.,$45.97,,,
26776,Pin finger dislocation,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26785,Treat finger dislocation,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26820,Thumb fusion with graft,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26841,Fusion of thumb,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26842,Thumb fusion with graft,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26843,Fusion of hand joint,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26844,Fusion/graft of hand joint,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26850,Fusion of knuckle,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26852,Fusion of knuckle with graft,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
26860,Fusion of finger joint,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26861,Fusion of finger jnt add-on,N,,,,,,,,
26862,Fusion/graft of finger joint,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26863,Fuse/graft added joint,N,,,,,,,,
26910,Amputate metacarpal bone,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26951,Amputation of finger/thumb,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26952,Amputation of finger/thumb,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26989,Hand/finger surgery,T,5111,2.6691,$215.64,.,$43.13,,,
26990,Drainage of pelvis lesion,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
26991,Drainage of pelvis bursa,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
26992,Drainage of bone lesion,C,,,,,,,,
27000,Incision of hip tendon,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
27001,Incision of hip tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27003,Incision of hip tendon,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27005,Incision of hip tendon,C,,,,,,,,
27006,Incision of hip tendons,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27025,Incision of hip/thigh fascia,C,,,,,,,,
27027,Buttock fasciotomy,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27030,Drainage of hip joint,C,,,,,,,,
27033,Exploration of hip joint,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27035,Denervation of hip joint,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27036,Excision of hip joint/muscle,C,,,,,,,,
27040,Biopsy of soft tissues,J1,5072,16.9891,"$1,372.60",.,$274.52,,,
27041,Biopsy of soft tissues,J1,5072,16.9891,"$1,372.60",.,$274.52,,,
27043,Exc hip pelvis les sc 3 cm/>,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
27045,Exc hip/pelv tum deep 5 cm/>,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
27047,Exc hip/pelvis les sc < 3 cm,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
27048,Exc hip/pelv tum deep < 5 cm,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
27049,Resect hip/pelv tum < 5 cm,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
27050,Biopsy of sacroiliac joint,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
27052,Biopsy of hip joint,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
27054,Removal of hip joint lining,C,,,,,,,,
27057,Buttock fasciotomy w/dbrdmt,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
27059,Resect hip/pelv tum 5 cm/>,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
27060,Removal of ischial bursa,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27062,Remove femur lesion/bursa,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27065,Remove hip bone les super,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27066,Remove hip bone les deep,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27067,Remove/graft hip bone lesion,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27070,Part remove hip bone super,C,,,,,,,,
27071,Part removal hip bone deep,C,,,,,,,,
27075,Resect hip tumor,C,,,,,,,,
27076,Resect hip tum incl acetabul,C,,,,,,,,
27077,Resect hip tum w/innom bone,C,,,,,,,,
27078,Rsect hip tum incl femur,C,,,,,,,,
27080,Removal of tail bone,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27086,Remove hip foreign body,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
27087,Remove hip foreign body,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27090,Removal of hip prosthesis,C,,,,,,,,
27091,Removal of hip prosthesis,C,,,,,,,,
27093,Injection for hip x-ray,N,,,,,,,,
27095,Injection for hip x-ray,N,,,,,,,,
27096,Inject sacroiliac joint,B,,,,,,,,
27097,Revision of hip tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27098,Transfer tendon to pelvis,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27100,Transfer of abdominal muscle,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27105,Transfer of spinal muscle,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27110,Transfer of iliopsoas muscle,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27111,Transfer of iliopsoas muscle,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27120,Reconstruction of hip socket,C,,,,,,,,
27122,Reconstruction of hip socket,C,,,,,,,,
27125,Partial hip replacement,C,,,,,,,,
27130,Total hip arthroplasty,J1,5115,147.2988,"$11,900.71",.,"$2,380.15",*,,
27132,Total hip arthroplasty,C,,,,,,,,
27134,Revise hip joint replacement,C,,,,,,,,
27137,Revise hip joint replacement,C,,,,,,,,
27138,Revise hip joint replacement,C,,,,,,,,
27140,Transplant femur ridge,C,,,,,,,,
27146,Incision of hip bone,C,,,,,,,,
27147,Revision of hip bone,C,,,,,,,,
27151,Incision of hip bones,C,,,,,,,,
27156,Revision of hip bones,C,,,,,,,,
27158,Revision of pelvis,C,,,,,,,,
27161,Incision of neck of femur,C,,,,,,,,
27165,Incision/fixation of femur,C,,,,,,,,
27170,Repair/graft femur head/neck,C,,,,,,,,
27175,Treat slipped epiphysis,C,,,,,,,,
27176,Treat slipped epiphysis,C,,,,,,,,
27177,Treat slipped epiphysis,C,,,,,,,,
27178,Treat slipped epiphysis,C,,,,,,,,
27179,Revise head/neck of femur,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27181,Treat slipped epiphysis,C,,,,,,,,
27185,Revision of femur epiphysis,C,,,,,,,,
27187,Reinforce hip bones,C,,,,,,,,
27197,Clsd tx pelvic ring fx,T,5111,2.6691,$215.64,.,$43.13,,,
27198,Clsd tx pelvic ring fx,T,5111,2.6691,$215.64,.,$43.13,,,
27200,Treat tail bone fracture,T,5111,2.6691,$215.64,.,$43.13,,,
27202,Treat tail bone fracture,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27215,Treat pelvic fracture(s),E1,,,,,,,,
27216,Treat pelvic ring fracture,E1,,,,,,,,
27217,Treat pelvic ring fracture,E1,,,,,,,,
27218,Treat pelvic ring fracture,E1,,,,,,,,
27220,Treat hip socket fracture,T,5111,2.6691,$215.64,.,$43.13,,,
27222,Treat hip socket fracture,C,,,,,,,,
27226,Treat hip wall fracture,C,,,,,,,,
27227,Treat hip fracture(s),C,,,,,,,,
27228,Treat hip fracture(s),C,,,,,,,,
27230,Treat thigh fracture,T,5111,2.6691,$215.64,.,$43.13,,,
27232,Treat thigh fracture,C,,,,,,,,
27235,Treat thigh fracture,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27236,Treat thigh fracture,C,,,,,,,,
27238,Treat thigh fracture,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
27240,Treat thigh fracture,C,,,,,,,,
27244,Treat thigh fracture,C,,,,,,,,
27245,Treat thigh fracture,C,,,,,,,,
27246,Treat thigh fracture,T,5111,2.6691,$215.64,.,$43.13,,,
27248,Treat thigh fracture,C,,,,,,,,
27250,Treat hip dislocation,T,5111,2.6691,$215.64,.,$43.13,,,
27252,Treat hip dislocation,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
27253,Treat hip dislocation,C,,,,,,,,
27254,Treat hip dislocation,C,,,,,,,,
27256,Treat hip dislocation,T,5111,2.6691,$215.64,.,$43.13,,,
27257,Treat hip dislocation,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
27258,Treat hip dislocation,C,,,,,,,,
27259,Treat hip dislocation,C,,,,,,,,
27265,Treat hip dislocation,T,5111,2.6691,$215.64,.,$43.13,,,
27266,Treat hip dislocation,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
27267,Cltx thigh fx,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27268,Cltx thigh fx w/mnpj,C,,,,,,,,
27269,Optx thigh fx,C,,,,,,,,
27275,Manipulation of hip joint,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
27279,Arthrodesis sacroiliac joint,J1,5116,197.3696,"$15,946.08",.,"$3,189.22",*,,
27280,Fusion of sacroiliac joint,C,,,,,,,,
27282,Fusion of pubic bones,C,,,,,,,,
27284,Fusion of hip joint,C,,,,,,,,
27286,Fusion of hip joint,C,,,,,,,,
27290,Amputation of leg at hip,C,,,,,,,,
27295,Amputation of leg at hip,C,,,,,,,,
27299,Pelvis/hip joint surgery,T,5111,2.6691,$215.64,.,$43.13,,,
27301,Drain thigh/knee lesion,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
27303,Drainage of bone lesion,C,,,,,,,,
27305,Incise thigh tendon & fascia,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27306,Incision of thigh tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27307,Incision of thigh tendons,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27310,Exploration of knee joint,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27323,Biopsy thigh soft tissues,J1,5072,16.9891,"$1,372.60",.,$274.52,,,
27324,Biopsy thigh soft tissues,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
27325,Neurectomy hamstring,J1,5431,21.2809,"$1,719.35",.,$343.87,,,
27326,Neurectomy popliteal,J1,5431,21.2809,"$1,719.35",.,$343.87,,,
27327,Exc thigh/knee les sc < 3 cm,J1,5072,16.9891,"$1,372.60",.,$274.52,,,
27328,Exc thigh/knee tum deep <5cm,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
27329,Resect thigh/knee tum < 5 cm,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
27330,Biopsy knee joint lining,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27331,Explore/treat knee joint,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27332,Removal of knee cartilage,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27333,Removal of knee cartilage,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27334,Remove knee joint lining,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27335,Remove knee joint lining,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27337,Exc thigh/knee les sc 3 cm/>,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
27339,Exc thigh/knee tum dep 5cm/>,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
27340,Removal of kneecap bursa,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27345,Removal of knee cyst,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27347,Remove knee cyst,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27350,Removal of kneecap,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27355,Remove femur lesion,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27356,Remove femur lesion/graft,J1,5115,147.2988,"$11,900.71",.,"$2,380.15",*,,
27357,Remove femur lesion/graft,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27358,Remove femur lesion/fixation,N,,,,,,,,
27360,Partial removal leg bone(s),J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27364,Resect thigh/knee tum 5 cm/>,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
27365,Resect femur/knee tumor,C,,,,,,,,
27369,Njx cntrst kne arthg/ct/mri,N,,,,,,,,
27372,Removal of foreign body,J1,5073,28.7016,"$2,318.89",.,$463.78,,,
27380,Repair of kneecap tendon,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27381,Repair/graft kneecap tendon,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27385,Repair of thigh muscle,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27386,Repair/graft of thigh muscle,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27390,Incision of thigh tendon,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27391,Incision of thigh tendons,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27392,Incision of thigh tendons,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27393,Lengthening of thigh tendon,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27394,Lengthening of thigh tendons,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27395,Lengthening of thigh tendons,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27396,Transplant of thigh tendon,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27397,Transplants of thigh tendons,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27400,Revise thigh muscles/tendons,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27403,Repair of knee cartilage,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27405,Repair of knee ligament,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27407,Repair of knee ligament,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27409,Repair of knee ligaments,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27412,Autochondrocyte implant knee,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27415,Osteochondral knee allograft,J1,5115,147.2988,"$11,900.71",.,"$2,380.15",*,,
27416,Osteochondral knee autograft,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27418,Repair degenerated kneecap,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27420,Revision of unstable kneecap,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27422,Revision of unstable kneecap,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27424,Revision/removal of kneecap,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27425,Lat retinacular release open,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27427,Reconstruction knee,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27428,Reconstruction knee,J1,5115,147.2988,"$11,900.71",.,"$2,380.15",*,,
27429,Reconstruction knee,J1,5115,147.2988,"$11,900.71",.,"$2,380.15",*,,
27430,Revision of thigh muscles,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27435,Incision of knee joint,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27437,Revise kneecap,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27438,Revise kneecap with implant,J1,5115,147.2988,"$11,900.71",.,"$2,380.15",*,,
27440,Revision of knee joint,J1,5115,147.2988,"$11,900.71",.,"$2,380.15",*,,
27441,Revision of knee joint,J1,5115,147.2988,"$11,900.71",.,"$2,380.15",*,,
27442,Revision of knee joint,J1,5115,147.2988,"$11,900.71",.,"$2,380.15",*,,
27443,Revision of knee joint,J1,5115,147.2988,"$11,900.71",.,"$2,380.15",*,,
27445,Revision of knee joint,C,,,,,,,,
27446,Revision of knee joint,J1,5115,147.2988,"$11,900.71",.,"$2,380.15",*,,
27447,Total knee arthroplasty,J1,5115,147.2988,"$11,900.71",.,"$2,380.15",*,,
27448,Incision of thigh,C,,,,,,,,
27450,Incision of thigh,C,,,,,,,,
27454,Realignment of thigh bone,C,,,,,,,,
27455,Realignment of knee,C,,,,,,,,
27457,Realignment of knee,C,,,,,,,,
27465,Shortening of thigh bone,C,,,,,,,,
27466,Lengthening of thigh bone,C,,,,,,,,
27468,Shorten/lengthen thighs,C,,,,,,,,
27470,Repair of thigh,C,,,,,,,,
27472,Repair/graft of thigh,C,,,,,,,,
27475,Surgery to stop leg growth,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27477,Surgery to stop leg growth,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27479,Surgery to stop leg growth,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27485,Surgery to stop leg growth,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27486,Revise/replace knee joint,C,,,,,,,,
27487,Revise/replace knee joint,C,,,,,,,,
27488,Removal of knee prosthesis,C,,,,,,,,
27495,Reinforce thigh,C,,,,,,,,
27496,Decompression of thigh/knee,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27497,Decompression of thigh/knee,J1,5113,33.8823,"$2,737.45",.,$547.49,,,
27498,Decompression of thigh/knee,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
27499,Decompression of thigh/knee,J1,5114,74.0404,"$5,981.95",.,"$1,196.39",,,
27500,Treatment of thigh fracture,T,5111,2.6691,$215.64,.,$43.13,,,
27501,Treatment of thigh fracture,T,5111,2.6691,$215.64,.,$43.13,,,
27502,Treatment of thigh fracture,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
27503,Treatment of thigh fracture,J1,5112,16.7761,"$1,355.39",.,$271.08,,,
